image_path,label
/Users/carolinejohnson/Desktop/finalProject/data/japan/Image11.jpg,bushes
/Users/carolinejohnson/Desktop/finalProject/data/springflowers/Image23.jpg,partially clear sky
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image02.jpg,cherry trees
/Users/carolinejohnson/Desktop/finalProject/data/indonesia/Image03.jpg,rocks
/Users/carolinejohnson/Desktop/finalProject/data/australia/Image30.jpg,
/Users/carolinejohnson/Desktop/finalProject/data/indonesia/Image24.jpg,people
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image45.jpg,buildings
/Users/carolinejohnson/Desktop/finalProject/data/swissmountains/Image19.jpg,Rockes
/Users/carolinejohnson/Desktop/finalProject/data/iran/Image16.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/cannonbeach/Image46.jpg,house
/Users/carolinejohnson/Desktop/finalProject/data/football/Image14.jpg,bands
/Users/carolinejohnson/Desktop/finalProject/data/greenlake/Image10.jpg,celar sky
/Users/carolinejohnson/Desktop/finalProject/data/iran/Image21.jpg,desert
/Users/carolinejohnson/Desktop/finalProject/data/arborgreens/Image20.jpg,bushes
/Users/carolinejohnson/Desktop/finalProject/data/arborgreens/Image27.jpg,bushes
/Users/carolinejohnson/Desktop/finalProject/data/iran/Image12.jpg,road
/Users/carolinejohnson/Desktop/finalProject/data/football/Image05.jpg,goalpost
/Users/carolinejohnson/Desktop/finalProject/data/iran/Image42.jpg,tiles
/Users/carolinejohnson/Desktop/finalProject/data/italy/Image01.jpg,rock
/Users/carolinejohnson/Desktop/finalProject/data/arborgreens/Image09.jpg,flowers
/Users/carolinejohnson/Desktop/finalProject/data/football/Image05.jpg,
/Users/carolinejohnson/Desktop/finalProject/data/italy/Image17.jpg,person
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image20.jpg,overcast sky
/Users/carolinejohnson/Desktop/finalProject/data/cannonbeach/Image07.jpg,overcast sky
/Users/carolinejohnson/Desktop/finalProject/data/yellowstone/Image29.jpg,thermal pool
/Users/carolinejohnson/Desktop/finalProject/data/cannonbeach/Image09.jpg,white lines
/Users/carolinejohnson/Desktop/finalProject/data/sanjuans/Image38.jpg,shadows
/Users/carolinejohnson/Desktop/finalProject/data/cannonbeach/Image45.jpg,house
/Users/carolinejohnson/Desktop/finalProject/data/swissmountains/Image17.jpg,Mountains
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image15.jpg,cherry trees
/Users/carolinejohnson/Desktop/finalProject/data/springflowers/Image35.jpg,sidewalk
/Users/carolinejohnson/Desktop/finalProject/data/greenlake/Image41.jpg,clear sky
/Users/carolinejohnson/Desktop/finalProject/data/sanjuans/Image12.jpg,water
/Users/carolinejohnson/Desktop/finalProject/data/yellowstone/Image08.jpg,geyser
/Users/carolinejohnson/Desktop/finalProject/data/cannonbeach/Image30.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/geneva/Image01.jpg,Boats
/Users/carolinejohnson/Desktop/finalProject/data/football/Image14.jpg,purple stripe with the
/Users/carolinejohnson/Desktop/finalProject/data/yellowstone/Image21.jpg,partially cloudy sky
/Users/carolinejohnson/Desktop/finalProject/data/greenlake/Image22.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/indonesia/Image21.jpg,volcano
/Users/carolinejohnson/Desktop/finalProject/data/football/Image47.jpg,Husky Stadium
/Users/carolinejohnson/Desktop/finalProject/data/cannonbeach/Image34.jpg,cloudy sky
/Users/carolinejohnson/Desktop/finalProject/data/australia/Image13.jpg,rocks
/Users/carolinejohnson/Desktop/finalProject/data/campusinfall/Image12.jpg,clear sky
/Users/carolinejohnson/Desktop/finalProject/data/football/Image44.jpg,
/Users/carolinejohnson/Desktop/finalProject/data/iran/Image39.jpg,sky
/Users/carolinejohnson/Desktop/finalProject/data/swissmountains/Image22.jpg,Rockes
/Users/carolinejohnson/Desktop/finalProject/data/arborgreens/Image12.jpg,bushes
/Users/carolinejohnson/Desktop/finalProject/data/cannonbeach/Image03.jpg,pole
/Users/carolinejohnson/Desktop/finalProject/data/sanjuans/Image18.jpg,water
/Users/carolinejohnson/Desktop/finalProject/data/italy/Image16.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image51.jpg,
/Users/carolinejohnson/Desktop/finalProject/data/yellowstone/Image03.jpg,boardwalk
/Users/carolinejohnson/Desktop/finalProject/data/greenlake/Image39.jpg,clear sky
/Users/carolinejohnson/Desktop/finalProject/data/football/Image28.jpg,scrimmage
/Users/carolinejohnson/Desktop/finalProject/data/springflowers/Image13.jpg,building
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image18.jpg,cherry trees
/Users/carolinejohnson/Desktop/finalProject/data/campusinfall/Image13.jpg,clear sky
/Users/carolinejohnson/Desktop/finalProject/data/yellowstone/Image27.jpg,elk
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image44.jpg,sidewalk
/Users/carolinejohnson/Desktop/finalProject/data/yellowstone/Image32.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image24.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/springflowers/Image36.jpg,flowers
/Users/carolinejohnson/Desktop/finalProject/data/springflowers/Image12.jpg,building
/Users/carolinejohnson/Desktop/finalProject/data/indonesia/Image14.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/swissmountains/Image03.jpg,Rockes
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image03.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/indonesia/Image30.jpg,people
/Users/carolinejohnson/Desktop/finalProject/data/cannonbeach/Image48.jpg,grass
/Users/carolinejohnson/Desktop/finalProject/data/indonesia/Image32.jpg,clouds
/Users/carolinejohnson/Desktop/finalProject/data/iran/Image49.jpg,houses
/Users/carolinejohnson/Desktop/finalProject/data/football/Image17.jpg,Husky Stadium
/Users/carolinejohnson/Desktop/finalProject/data/football/Image46.jpg,north stands
/Users/carolinejohnson/Desktop/finalProject/data/yellowstone/Image09.jpg,people
/Users/carolinejohnson/Desktop/finalProject/data/springflowers/Image33.jpg,flowers
/Users/carolinejohnson/Desktop/finalProject/data/campusinfall/Image22.jpg,plants
/Users/carolinejohnson/Desktop/finalProject/data/football/Image08.jpg,
/Users/carolinejohnson/Desktop/finalProject/data/sanjuans/Image17.jpg,water
/Users/carolinejohnson/Desktop/finalProject/data/iran/Image34.jpg,sky
/Users/carolinejohnson/Desktop/finalProject/data/campusinfall/Image25.jpg,red tree
/Users/carolinejohnson/Desktop/finalProject/data/japan/Image45.jpg,gold
/Users/carolinejohnson/Desktop/finalProject/data/football/Image12.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/football/Image36.jpg,football field
/Users/carolinejohnson/Desktop/finalProject/data/yellowstone/Image42.jpg,mountains
/Users/carolinejohnson/Desktop/finalProject/data/campusinfall/Image32.jpg,building
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image50.jpg,buildings
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image06.jpg,bushes
/Users/carolinejohnson/Desktop/finalProject/data/campusinfall/Image14.jpg,Red Square
/Users/carolinejohnson/Desktop/finalProject/data/italy/Image09.jpg,houses
/Users/carolinejohnson/Desktop/finalProject/data/football/Image33.jpg,numbers on the field
/Users/carolinejohnson/Desktop/finalProject/data/japan/Image08.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image50.jpg,
/Users/carolinejohnson/Desktop/finalProject/data/greenlake/Image02.jpg,people
/Users/carolinejohnson/Desktop/finalProject/data/sanjuans/Image26.jpg,partly cloudy sky
/Users/carolinejohnson/Desktop/finalProject/data/swissmountains/Image09.jpg,Mountains
/Users/carolinejohnson/Desktop/finalProject/data/springflowers/Image30.jpg,bushes
/Users/carolinejohnson/Desktop/finalProject/data/swissmountains/Image07.jpg,Rockes
/Users/carolinejohnson/Desktop/finalProject/data/campusinfall/Image19.jpg,grass
/Users/carolinejohnson/Desktop/finalProject/data/football/Image48.jpg,north stands
/Users/carolinejohnson/Desktop/finalProject/data/football/Image15.jpg,Husky Stadium
/Users/carolinejohnson/Desktop/finalProject/data/football/Image28.jpg,with the word Huskies
/Users/carolinejohnson/Desktop/finalProject/data/yellowstone/Image48.jpg,
/Users/carolinejohnson/Desktop/finalProject/data/springflowers/Image14.jpg,building
/Users/carolinejohnson/Desktop/finalProject/data/arborgreens/Image01.jpg,sidewalk
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image55.jpg,
/Users/carolinejohnson/Desktop/finalProject/data/yellowstone/Image46.jpg,ground
/Users/carolinejohnson/Desktop/finalProject/data/campusinfall/Image01.jpg,tree
/Users/carolinejohnson/Desktop/finalProject/data/yellowstone/Image07.jpg,ground
/Users/carolinejohnson/Desktop/finalProject/data/swissmountains/Image14.jpg,Clear Sky
/Users/carolinejohnson/Desktop/finalProject/data/swissmountains/Image28.jpg,Mountains
/Users/carolinejohnson/Desktop/finalProject/data/football/Image47.jpg,white stripes
/Users/carolinejohnson/Desktop/finalProject/data/arborgreens/Image40.jpg,bushes
/Users/carolinejohnson/Desktop/finalProject/data/iran/Image41.jpg,brick houses
/Users/carolinejohnson/Desktop/finalProject/data/yellowstone/Image27.jpg,partially cloudy sky
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image36.jpg,grass
/Users/carolinejohnson/Desktop/finalProject/data/australia/Image21.jpg,river
/Users/carolinejohnson/Desktop/finalProject/data/cannonbeach/Image09.jpg,overcast sky
/Users/carolinejohnson/Desktop/finalProject/data/football/Image16.jpg,football field
/Users/carolinejohnson/Desktop/finalProject/data/sanjuans/Image45.jpg,sky
/Users/carolinejohnson/Desktop/finalProject/data/football/Image03.jpg,people
/Users/carolinejohnson/Desktop/finalProject/data/yellowstone/Image08.jpg,bridge
/Users/carolinejohnson/Desktop/finalProject/data/iran/Image27.jpg,people
/Users/carolinejohnson/Desktop/finalProject/data/indonesia/Image17.jpg,volcano
/Users/carolinejohnson/Desktop/finalProject/data/yellowstone/Image20.jpg,canyon
/Users/carolinejohnson/Desktop/finalProject/data/football/Image19.jpg,banners
/Users/carolinejohnson/Desktop/finalProject/data/italy/Image20.jpg,forest
/Users/carolinejohnson/Desktop/finalProject/data/football/Image32.jpg,football field
/Users/carolinejohnson/Desktop/finalProject/data/football/Image17.jpg,football field
/Users/carolinejohnson/Desktop/finalProject/data/japan/Image42.jpg,tea house
/Users/carolinejohnson/Desktop/finalProject/data/springflowers/Image35.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/football/Image45.jpg,Husky Stadium
/Users/carolinejohnson/Desktop/finalProject/data/australia/Image19.jpg,ocean
/Users/carolinejohnson/Desktop/finalProject/data/football/Image20.jpg,football field
/Users/carolinejohnson/Desktop/finalProject/data/iran/Image31.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/football/Image22.jpg,goalpost
/Users/carolinejohnson/Desktop/finalProject/data/campusinfall/Image42.jpg,bush
/Users/carolinejohnson/Desktop/finalProject/data/football/Image32.jpg,banners
/Users/carolinejohnson/Desktop/finalProject/data/yellowstone/Image38.jpg,tree trunks
/Users/carolinejohnson/Desktop/finalProject/data/iran/Image35.jpg,beach
/Users/carolinejohnson/Desktop/finalProject/data/campusinfall/Image28.jpg,Engineering
/Users/carolinejohnson/Desktop/finalProject/data/cannonbeach/Image32.jpg,house
/Users/carolinejohnson/Desktop/finalProject/data/cannonbeach/Image02.jpg,white lines
/Users/carolinejohnson/Desktop/finalProject/data/sanjuans/Image35.jpg,many boats
/Users/carolinejohnson/Desktop/finalProject/data/iran/Image03.jpg,ruins
/Users/carolinejohnson/Desktop/finalProject/data/geneva/Image25.jpg,Mountains
/Users/carolinejohnson/Desktop/finalProject/data/cannonbeach/Image40.jpg,bushes
/Users/carolinejohnson/Desktop/finalProject/data/greenlake/Image47.jpg,building
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image21.jpg,cherry trees
/Users/carolinejohnson/Desktop/finalProject/data/yellowstone/Image22.jpg,waterfall
/Users/carolinejohnson/Desktop/finalProject/data/sanjuans/Image43.jpg,hills
/Users/carolinejohnson/Desktop/finalProject/data/australia/Image29.jpg,tree
/Users/carolinejohnson/Desktop/finalProject/data/yellowstone/Image47.jpg,logs
/Users/carolinejohnson/Desktop/finalProject/data/football/Image08.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/springflowers/Image45.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/iran/Image35.jpg,ocean
/Users/carolinejohnson/Desktop/finalProject/data/springflowers/Image02.jpg,flowers
/Users/carolinejohnson/Desktop/finalProject/data/japan/Image41.jpg,people
/Users/carolinejohnson/Desktop/finalProject/data/arborgreens/Image27.jpg,ground
/Users/carolinejohnson/Desktop/finalProject/data/sanjuans/Image01.jpg,hills
/Users/carolinejohnson/Desktop/finalProject/data/football/Image18.jpg,north and west stands
/Users/carolinejohnson/Desktop/finalProject/data/football/Image21.jpg,north  stands
/Users/carolinejohnson/Desktop/finalProject/data/campusinfall/Image43.jpg,tree
/Users/carolinejohnson/Desktop/finalProject/data/greenlake/Image18.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/football/Image43.jpg,players on the field
/Users/carolinejohnson/Desktop/finalProject/data/greenlake/Image27.jpg,people
/Users/carolinejohnson/Desktop/finalProject/data/campusinfall/Image42.jpg,building
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image34.jpg,cherry trees
/Users/carolinejohnson/Desktop/finalProject/data/cannonbeach/Image13.jpg,people
/Users/carolinejohnson/Desktop/finalProject/data/yellowstone/Image18.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/yellowstone/Image18.jpg,bison
/Users/carolinejohnson/Desktop/finalProject/data/springflowers/Image08.jpg,bushes
/Users/carolinejohnson/Desktop/finalProject/data/indonesia/Image06.jpg,sky
/Users/carolinejohnson/Desktop/finalProject/data/football/Image03.jpg,Hec Ed Pavilion 4 rounded
/Users/carolinejohnson/Desktop/finalProject/data/campusinfall/Image47.jpg,tree
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image49.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/greenlake/Image37.jpg,water
/Users/carolinejohnson/Desktop/finalProject/data/indonesia/Image12.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/springflowers/Image44.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/japan/Image37.jpg,wood figure
/Users/carolinejohnson/Desktop/finalProject/data/cannonbeach/Image12.jpg,pole
/Users/carolinejohnson/Desktop/finalProject/data/japan/Image25.jpg,clouds
/Users/carolinejohnson/Desktop/finalProject/data/cannonbeach/Image27.jpg,struct
/Users/carolinejohnson/Desktop/finalProject/data/yellowstone/Image41.jpg,hills
/Users/carolinejohnson/Desktop/finalProject/data/springflowers/Image29.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/sanjuans/Image40.jpg,partially cloudy sky
/Users/carolinejohnson/Desktop/finalProject/data/campusinfall/Image28.jpg,tree
/Users/carolinejohnson/Desktop/finalProject/data/italy/Image04.jpg,houses
/Users/carolinejohnson/Desktop/finalProject/data/sanjuans/Image32.jpg,cloudy sky
/Users/carolinejohnson/Desktop/finalProject/data/football/Image19.jpg,north and west stands
/Users/carolinejohnson/Desktop/finalProject/data/greenlake/Image32.jpg,grass
/Users/carolinejohnson/Desktop/finalProject/data/football/Image36.jpg,players on the field
/Users/carolinejohnson/Desktop/finalProject/data/sanjuans/Image46.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image11.jpg,overcast sky
/Users/carolinejohnson/Desktop/finalProject/data/springflowers/Image31.jpg,flowers
/Users/carolinejohnson/Desktop/finalProject/data/springflowers/Image29.jpg,ground
/Users/carolinejohnson/Desktop/finalProject/data/sanjuans/Image33.jpg,cloudy sky
/Users/carolinejohnson/Desktop/finalProject/data/indonesia/Image15.jpg,sky
/Users/carolinejohnson/Desktop/finalProject/data/arborgreens/Image30.jpg,people
/Users/carolinejohnson/Desktop/finalProject/data/springflowers/Image06.jpg,flowers
/Users/carolinejohnson/Desktop/finalProject/data/yellowstone/Image08.jpg,cloudy sky
/Users/carolinejohnson/Desktop/finalProject/data/campusinfall/Image20.jpg,clear sky
/Users/carolinejohnson/Desktop/finalProject/data/football/Image33.jpg,
/Users/carolinejohnson/Desktop/finalProject/data/campusinfall/Image04.jpg,building
/Users/carolinejohnson/Desktop/finalProject/data/football/Image38.jpg,noticeable
/Users/carolinejohnson/Desktop/finalProject/data/geneva/Image15.jpg,Sky
/Users/carolinejohnson/Desktop/finalProject/data/sanjuans/Image24.jpg,water
/Users/carolinejohnson/Desktop/finalProject/data/geneva/Image23.jpg,Buildings
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image20.jpg,fence
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image50.jpg,clear sky
/Users/carolinejohnson/Desktop/finalProject/data/geneva/Image10.jpg,Flowers
/Users/carolinejohnson/Desktop/finalProject/data/yellowstone/Image24.jpg,rocks
/Users/carolinejohnson/Desktop/finalProject/data/sanjuans/Image01.jpg,rowboat
/Users/carolinejohnson/Desktop/finalProject/data/australia/Image27.jpg,people
/Users/carolinejohnson/Desktop/finalProject/data/cannonbeach/Image30.jpg,beach
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image49.jpg,buildings
/Users/carolinejohnson/Desktop/finalProject/data/football/Image39.jpg,north stands
/Users/carolinejohnson/Desktop/finalProject/data/arborgreens/Image23.jpg,ground
/Users/carolinejohnson/Desktop/finalProject/data/indonesia/Image29.jpg,bank
/Users/carolinejohnson/Desktop/finalProject/data/greenlake/Image14.jpg,dock
/Users/carolinejohnson/Desktop/finalProject/data/yellowstone/Image12.jpg,geyser
/Users/carolinejohnson/Desktop/finalProject/data/sanjuans/Image09.jpg,masts
/Users/carolinejohnson/Desktop/finalProject/data/springflowers/Image01.jpg,bushes
/Users/carolinejohnson/Desktop/finalProject/data/yellowstone/Image14.jpg,cloudy sky
/Users/carolinejohnson/Desktop/finalProject/data/sanjuans/Image19.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image18.jpg,leafless trees
/Users/carolinejohnson/Desktop/finalProject/data/football/Image28.jpg,north  stands
/Users/carolinejohnson/Desktop/finalProject/data/sanjuans/Image46.jpg,sky
/Users/carolinejohnson/Desktop/finalProject/data/yellowstone/Image41.jpg,cloudy sky
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image22.jpg,grass
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image50.jpg,people
/Users/carolinejohnson/Desktop/finalProject/data/football/Image05.jpg,track
/Users/carolinejohnson/Desktop/finalProject/data/springflowers/Image45.jpg,bushes
/Users/carolinejohnson/Desktop/finalProject/data/sanjuans/Image02.jpg,rowboat
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image35.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/greenlake/Image34.jpg,clear sky
/Users/carolinejohnson/Desktop/finalProject/data/yellowstone/Image39.jpg,houses
/Users/carolinejohnson/Desktop/finalProject/data/springflowers/Image39.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/football/Image35.jpg,players on the field
/Users/carolinejohnson/Desktop/finalProject/data/football/Image17.jpg,track
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image54.jpg,clear sky
/Users/carolinejohnson/Desktop/finalProject/data/japan/Image16.jpg,stairs
/Users/carolinejohnson/Desktop/finalProject/data/football/Image32.jpg,people
/Users/carolinejohnson/Desktop/finalProject/data/sanjuans/Image39.jpg,sailboat
/Users/carolinejohnson/Desktop/finalProject/data/football/Image47.jpg,cheerleader
/Users/carolinejohnson/Desktop/finalProject/data/campusinfall/Image14.jpg,clear sky
/Users/carolinejohnson/Desktop/finalProject/data/springflowers/Image07.jpg,bench
/Users/carolinejohnson/Desktop/finalProject/data/football/Image34.jpg,west stands
/Users/carolinejohnson/Desktop/finalProject/data/arborgreens/Image41.jpg,grass
/Users/carolinejohnson/Desktop/finalProject/data/swissmountains/Image02.jpg,Rockes
/Users/carolinejohnson/Desktop/finalProject/data/football/Image18.jpg,with the word Huskies
/Users/carolinejohnson/Desktop/finalProject/data/geneva/Image11.jpg,Water Sprays
/Users/carolinejohnson/Desktop/finalProject/data/football/Image41.jpg,players on the field
/Users/carolinejohnson/Desktop/finalProject/data/cannonbeach/Image34.jpg,beach
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image55.jpg,people
/Users/carolinejohnson/Desktop/finalProject/data/football/Image34.jpg,goalpost
/Users/carolinejohnson/Desktop/finalProject/data/football/Image45.jpg,purple stripe Washington
/Users/carolinejohnson/Desktop/finalProject/data/cannonbeach/Image48.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/campusinfall/Image03.jpg,sidewalk
/Users/carolinejohnson/Desktop/finalProject/data/sanjuans/Image34.jpg,bicycle
/Users/carolinejohnson/Desktop/finalProject/data/football/Image11.jpg,referee
/Users/carolinejohnson/Desktop/finalProject/data/football/Image04.jpg,4 rounded entryways
/Users/carolinejohnson/Desktop/finalProject/data/greenlake/Image25.jpg,water
/Users/carolinejohnson/Desktop/finalProject/data/football/Image07.jpg,
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image16.jpg,bushes
/Users/carolinejohnson/Desktop/finalProject/data/football/Image37.jpg,Husky Stadium
/Users/carolinejohnson/Desktop/finalProject/data/campusinfall/Image16.jpg,Red Square
/Users/carolinejohnson/Desktop/finalProject/data/greenlake/Image36.jpg,water
/Users/carolinejohnson/Desktop/finalProject/data/arborgreens/Image30.jpg,bushes
/Users/carolinejohnson/Desktop/finalProject/data/greenlake/Image46.jpg,building
/Users/carolinejohnson/Desktop/finalProject/data/greenlake/Image29.jpg,bushes
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image36.jpg,leafless trees
/Users/carolinejohnson/Desktop/finalProject/data/football/Image43.jpg,people
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image23.jpg,grass
/Users/carolinejohnson/Desktop/finalProject/data/sanjuans/Image18.jpg,hills
/Users/carolinejohnson/Desktop/finalProject/data/campusinfall/Image07.jpg,people
/Users/carolinejohnson/Desktop/finalProject/data/indonesia/Image17.jpg,clouds
/Users/carolinejohnson/Desktop/finalProject/data/greenlake/Image06.jpg,clear sky
/Users/carolinejohnson/Desktop/finalProject/data/swissmountains/Image31.jpg,Snow
/Users/carolinejohnson/Desktop/finalProject/data/cannonbeach/Image44.jpg,house
/Users/carolinejohnson/Desktop/finalProject/data/springflowers/Image46.jpg,flowers
/Users/carolinejohnson/Desktop/finalProject/data/campusinfall/Image01.jpg,grass
/Users/carolinejohnson/Desktop/finalProject/data/football/Image43.jpg,north stands
/Users/carolinejohnson/Desktop/finalProject/data/indonesia/Image05.jpg,volcano
/Users/carolinejohnson/Desktop/finalProject/data/football/Image31.jpg,track
/Users/carolinejohnson/Desktop/finalProject/data/sanjuans/Image47.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/italy/Image02.jpg,person
/Users/carolinejohnson/Desktop/finalProject/data/campusinfall/Image04.jpg,leafless trees
/Users/carolinejohnson/Desktop/finalProject/data/springflowers/Image22.jpg,pole
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image01.jpg,flowers
/Users/carolinejohnson/Desktop/finalProject/data/geneva/Image22.jpg,Sailboats
/Users/carolinejohnson/Desktop/finalProject/data/cannonbeach/Image10.jpg,bushes
/Users/carolinejohnson/Desktop/finalProject/data/football/Image13.jpg,scoreboard
/Users/carolinejohnson/Desktop/finalProject/data/cannonbeach/Image17.jpg,boardwalk
/Users/carolinejohnson/Desktop/finalProject/data/japan/Image45.jpg,water
/Users/carolinejohnson/Desktop/finalProject/data/sanjuans/Image31.jpg,cloudy sky
/Users/carolinejohnson/Desktop/finalProject/data/japan/Image44.jpg,water
/Users/carolinejohnson/Desktop/finalProject/data/yellowstone/Image03.jpg,fence
/Users/carolinejohnson/Desktop/finalProject/data/springflowers/Image18.jpg,bushes
/Users/carolinejohnson/Desktop/finalProject/data/arborgreens/Image15.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/cherries/Image22.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/campusinfall/Image18.jpg,sidewalk
/Users/carolinejohnson/Desktop/finalProject/data/football/Image24.jpg,goalpost
/Users/carolinejohnson/Desktop/finalProject/data/japan/Image17.jpg,figures
/Users/carolinejohnson/Desktop/finalProject/data/springflowers/Image09.jpg,grass
/Users/carolinejohnson/Desktop/finalProject/data/campusinfall/Image07.jpg,grass
/Users/carolinejohnson/Desktop/finalProject/data/greenlake/Image33.jpg,trees
/Users/carolinejohnson/Desktop/finalProject/data/campusinfall/Image40.jpg,bush
/Users/carolinejohnson/Desktop/finalProject/data/indonesia/Image06.jpg,boats
/Users/carolinejohnson/Desktop/finalProject/data/iran/Image22.jpg,tiles
